parameter_name,Prepulse inhibition - PP4
analysis_id,l783lm61928eco4
gene_accession_id,MGI:1915678
gene_symbol,Steap3
parameter_id,ESLIM_011_001_704
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.6557606
