gene_accession_id,MGI:2685277
gene_symbol,Zyg11b
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,MGP_MLN_021_001
pvalue,0.2868035
parameter_name,KLRG1+ gd T cells - % of gd T cells
analysis_id,25z2ng2q4dg13m1
