parameter_id,MGP_CSD_008_001
gene_accession_id,MGI:1919107
analysis_id,f7qkuuqba46691d
gene_symbol,Slc17a9
parameter_name,Startle response
mouse_strain,C57BL
pvalue,0.5902454
mouse_life_stage,Early adult
