gene_symbol,Mapkap1
pvalue,0.7812801
parameter_id,MGP_PBI_034_001
mouse_strain,C57BL
parameter_name,B cell number
gene_accession_id,MGI:2444554
mouse_life_stage,Early adult
analysis_id,b421mpl85416m89
