gene_symbol,Bmi1
pvalue,0.6408139
gene_accession_id,MGI:88174
analysis_id,58hd46s21728kt3
parameter_name,Contact righting
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,JAXLA_CSD_077_001
