mouse_life_stage,E15.5
parameter_name,lens
gene_symbol,Mecom
analysis_id,b687f6n58c6c893
parameter_id,M-G-P_014_001_009
pvalue,0.5154364
mouse_strain,C57BL
gene_accession_id,MGI:95457
