parameter_id,MGP_CSD_066_001
pvalue,0.3042159
gene_accession_id,MGI:2140475
parameter_name,Snout morphology
mouse_strain,C57BL
analysis_id,48td55yf53vn8gu
gene_symbol,AU040320
mouse_life_stage,Middle aged adult
