parameter_id,IMPC_CSD_033_001
mouse_strain,C57BL
gene_symbol,Bcs1l
analysis_id,3mv33pyea309h98
parameter_name,Gait
pvalue,0.3914901
mouse_life_stage,E12.5
gene_accession_id,MGI:1914071
