mouse_strain,C57BL
analysis_id,53lg486sbkc5c41
pvalue,0.6630306
mouse_life_stage,E18.5
gene_accession_id,MGI:1344367
gene_symbol,Grem2
parameter_id,IMPC_DXA_003_001
parameter_name,Lean mass
