parameter_id,MGP_PBI_010_001
pvalue,0.4554152
parameter_name,CD8+ CD44+ CD62L- alpha beta effector T cell percentage
gene_accession_id,MGI:1888742
gene_symbol,Extl1
mouse_strain,C57BL
analysis_id,4kh2i1q50n168hw
mouse_life_stage,Early adult
