mouse_life_stage,E15.5
mouse_strain,C57BL
parameter_name,Fasted blood glucose concentration
pvalue,0.555024
gene_symbol,Fgb
parameter_id,IMPC_IPG_010_001
gene_accession_id,MGI:99501
analysis_id,0i19xk84ca88yof
