gene_symbol,Bcs1l
pvalue,0.4147303
parameter_id,MGP_MLN_064_001
gene_accession_id,MGI:1914071
mouse_strain,C57BL
analysis_id,72wu4h7j83zs0k4
mouse_life_stage,E12.5
parameter_name,Total CD4+ T cells - % of CD45+
