gene_symbol,Frmpd1
gene_accession_id,MGI:2446274
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
parameter_id,MGP_PBI_001_001
analysis_id,1q6i16td6d7z6j2
parameter_name,Total T cell percentage
pvalue,0.4180979
