parameter_name,Periphery distance travelled
gene_accession_id,MGI:2444777
gene_symbol,Ncaph
mouse_life_stage,Early adult
pvalue,0.3040187
mouse_strain,C57BL
analysis_id,9304309o5476qk3
parameter_id,ESLIM_007_001_006
