gene_symbol,AU040320
mouse_strain,C57BL
parameter_name,Fractional Shortening
gene_accession_id,MGI:2140475
analysis_id,hg5p63mlc9rgwvm
mouse_life_stage,Late adult
parameter_id,IMPC_ECH_005_001
pvalue,0.1818344
