parameter_id,JAX_OFD_016_001
pvalue,0.6613319
analysis_id,11wnay7avuzu772
parameter_name,Center permanence time
mouse_strain,C57BL
gene_accession_id,MGI:894679
mouse_life_stage,Early adult
gene_symbol,Bach2
