gene_symbol,Frmpd1
mouse_life_stage,Early adult
parameter_id,JAXLA_CBC_015_001
analysis_id,ep49k8058215mk0
gene_accession_id,MGI:2446274
parameter_name,Total cholesterol
mouse_strain,C57BL
pvalue,0.7506749
