parameter_id,JAXLA_DXA_003_001
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.9188084
parameter_name,Lean mass
gene_accession_id,MGI:1913483
gene_symbol,Dmap1
analysis_id,2qsqa05b8tnb076
