parameter_id,IMPC_CSD_033_001
mouse_strain,C57BL
gene_symbol,Psmd14
mouse_life_stage,Early adult
analysis_id,ov3jq76dqq7u371
gene_accession_id,MGI:1913284
parameter_name,Gait
pvalue,0.5101759
