gene_symbol,Zmynd8
pvalue,0.1211893
parameter_name,Center average speed
mouse_life_stage,Early adult
gene_accession_id,MGI:1918025
analysis_id,0t15jz2j3rge70m
mouse_strain,C57BL
parameter_id,HRWLLA_OFD_017_001
