parameter_id,IMPC_GEO_009_002
analysis_id,u842l1gcc20908z
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Hemorrhage
gene_accession_id,MGI:104640
pvalue,0.4401466
gene_symbol,Rab17
