mouse_life_stage,E18.5
analysis_id,5wj8wo3y8023rp0
gene_accession_id,MGI:1914309
gene_symbol,Ola1
pvalue,0.6364822
mouse_strain,C57BL
parameter_id,IMPC_EYE_017_001
parameter_name,Lens Opacity
