parameter_id,IMPC_EYE_092_001
parameter_name,Retina (combined)
analysis_id,om6gbnf4386u395
gene_accession_id,MGI:97838
pvalue,0.6575913
mouse_strain,C57BL
mouse_life_stage,E9.5
gene_symbol,Eprs1
