gene_symbol,Eprs1
pvalue,0.06529862
mouse_strain,C57BL
parameter_id,M-G-P_005_001_004
gene_accession_id,MGI:97838
mouse_life_stage,E9.5
analysis_id,57xi750r1691r6e
parameter_name,Bone Mineral Density (excluding skull)
