gene_symbol,Dmap1
parameter_name,Effector gd T cells - % of gd T cells
parameter_id,MGP_IMM_020_001
mouse_strain,C57BL
analysis_id,93t4y14883x17r2
mouse_life_stage,E12.5
pvalue,0.1487004
gene_accession_id,MGI:1913483
