parameter_id,MGP_PBI_001_001
pvalue,0.5900939
parameter_name,Total T cell percentage
gene_accession_id,MGI:2444554
mouse_life_stage,Early adult
gene_symbol,Mapkap1
mouse_strain,C57BL
analysis_id,8qhgyg94z894v01
