parameter_id,JAXLA_DXA_009_001
mouse_strain,C57BL
gene_symbol,Eprs1
pvalue,0.3007763
gene_accession_id,MGI:97838
parameter_name,Fat/Body weight
mouse_life_stage,E9.5
analysis_id,8lkw2801765udz0
