parameter_id,IMPC_ECG_003_001
gene_symbol,Alkbh3
gene_accession_id,MGI:1916363
parameter_name,CV
mouse_life_stage,Early adult
pvalue,0.7959803
analysis_id,9p9rg75210rmd2b
mouse_strain,C57BL
