parameter_id,JAXLA_DXA_003_001
mouse_life_stage,Late adult
analysis_id,ik6r7c3ca70309k
parameter_name,Lean mass
gene_accession_id,MGI:2446186
mouse_strain,C57BL
gene_symbol,Lpgat1
pvalue,0.7775522
