gene_symbol,Bcs1l
mouse_life_stage,E12.5
gene_accession_id,MGI:1914071
parameter_name,LDL-cholesterol
parameter_id,IMPC_CBC_025_001
pvalue,0.5996801
mouse_strain,C57BL
analysis_id,37i80f26po2v52j
