mouse_strain,C57BL
pvalue,0.4624017
gene_symbol,Tnni1
gene_accession_id,MGI:105073
parameter_id,ICS_FEA_019_001
mouse_life_stage,Early adult
analysis_id,c37c5y0d42671mw
parameter_name,% Freezing duration pre-cue-2
