gene_symbol,Rab17
mouse_life_stage,Early adult
gene_accession_id,MGI:104640
mouse_strain,C57BL
analysis_id,68g77kd191rh6x8
pvalue,0.2413903
parameter_id,MGP_IMM_004_001
parameter_name,Total CD4+ T cells - % of ab T cells
