parameter_id,IMPC_EYE_059_001
gene_symbol,Sema6c
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Mean right eye lens density
pvalue,0.2222268
analysis_id,rdr1938k4ny4859
gene_accession_id,MGI:1338032
