parameter_name,Periphery resting time
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.9852878
gene_accession_id,MGI:2685053
gene_symbol,Ntmt2
parameter_id,HRWLLA_OFD_011_001
analysis_id,tuu93jx0d3go904
