gene_accession_id,MGI:1929866
gene_symbol,Rgs20
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_IMM_067_001
pvalue,0.8397627
parameter_name,Follicular B Cells (CD21/35+)
analysis_id,k08cv0qg0b63039
