mouse_life_stage,Late adult
mouse_strain,C57BL
gene_symbol,HNF4A
pvalue,0.1227183
parameter_id,JAXLA_OFD_017_001
parameter_name,Center average speed
gene_accession_id,MGI:109128
analysis_id,7lp3s0pb974c146
