parameter_id,MGP_PBI_015_001
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Ntmt2
analysis_id,u9vyuq7t375a8r7
gene_accession_id,MGI:2685053
pvalue,0.7645125
parameter_name,IgD+ mature B cell percentage
