parameter_id,IMPC_XRY_066_001
mouse_life_stage,Early adult
analysis_id,x29n77387100c0w
gene_accession_id,MGI:1918025
parameter_name,Sacral processes
pvalue,0.8834051
gene_symbol,Zmynd8
mouse_strain,C57BL
