parameter_name,Eye
parameter_id,IMPC_EYE_001_001
pvalue,0.9746234
analysis_id,d785fr744w9x440
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:2651854
gene_symbol,Atg4c
