parameter_id,MGP_CSD_067_001
parameter_name,Snout size
mouse_life_stage,Early adult
gene_accession_id,MGI:1917810
analysis_id,sw4os08rj089p92
gene_symbol,Wars2
mouse_strain,C57BL
pvalue,0.4107626
