parameter_name,Prepulse inhibition - PP2
mouse_life_stage,Early adult
gene_accession_id,MGI:1916220
pvalue,0.1389477
gene_symbol,Dcaf12
analysis_id,9jh5hs6u969447m
parameter_id,ESLIM_011_001_702
mouse_strain,C57BL
