parameter_id,IMPC_CSD_011_001
gene_symbol,Ahcy
mouse_strain,C57BL
pvalue,0.7339738
analysis_id,g18e2nse049h4be
mouse_life_stage,E9.5
gene_accession_id,MGI:87968
parameter_name,Coat - hair distribution - back
