parameter_id,JAX_LDT_003_001
gene_accession_id,MGI:1917604
gene_symbol,Secisbp2l
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
parameter_name,Time mobile light side
pvalue,0.6403175
analysis_id,z98739c09h8fsy2
