mouse_strain,129SV
gene_symbol,Inpp1
mouse_life_stage,Early adult
parameter_name,Bone Mineral Density (excluding skull)
analysis_id,904x825ejphh8ku
parameter_id,M-G-P_005_001_004
pvalue,0.5527906
gene_accession_id,MGI:104848
