Parameter_id,IMPC_IMM_004_002
Mouse_strain,C57BL
Mouse_life_stage,Middle aged adult
Parameter_name,NKT cells (panel A) - % of live leukocytes (Panel A)
Gene_accession_id,MGI:1336200
Pvalue,0.4647778
Gene_symbol,Hpca
Analysis_id,w9721rplnab44f7
