parameter_id,IMPC_HEM_005_001
mouse_strain,C57BL
analysis_id,xq8eg64januqf7f
gene_symbol,Pum1
pvalue,0.58588
mouse_life_stage,Early adult
parameter_name,Mean cell volume
gene_accession_id,MGI:1931749
