mouse_life_stage,Middle aged adult
parameter_id,JAX_URI_002_001
parameter_name,Creatinine
pvalue,0.9669659
mouse_strain,C57BL
gene_accession_id,MGI:109128
gene_symbol,Hnf4a
analysis_id,px8b6441m2w53y3
