parameter_id,IMPC_GEL_017_002
gene_symbol,Slc28a2
parameter_name,Pale yolk sac
pvalue,0.5327602
mouse_life_stage,Early adult
analysis_id,ipd10f4821kr7fz
mouse_strain,C57BL
gene_accession_id,MGI:1913105
