parameter_id,IMPC_OFD_018_001
parameter_name,Latency to center entry
mouse_strain,C57BL
gene_accession_id,MGI:109356
analysis_id,0c5o1827wf0tyv6
mouse_life_stage,Early adult
gene_symbol,Snap23
pvalue,0.2154799
