gene_symbol,Tiprl
pvalue,0.2242528
mouse_strain,C57BL
parameter_name,BMC/Body weight
mouse_life_stage,E12.5
parameter_id,JAXLA_DXA_007_001
gene_accession_id,MGI:1915087
analysis_id,pt457rt3good5q6
