parameter_id,HMGULA_CBC_017_001
mouse_strain,129SV
mouse_life_stage,Early adult
gene_accession_id,MGI:1923959
parameter_name,Triglycerides
analysis_id,20pb960xn9bqhi1
gene_symbol,Arpc2
pvalue,0.1526746
