parameter_id,ESLIM_001_001_117
parameter_name,eye size
pvalue,0.5595619
analysis_id,2927wz3m6740exq
gene_symbol,Secisbp2l
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1917604
