gene_symbol,Arpc2
parameter_name,CD8 CD44-CD62L+ T cells
gene_accession_id,MGI:1923959
pvalue,0.8417039
analysis_id,287b06h0g940824
mouse_life_stage,Early adult
mouse_strain,129SV
parameter_id,IMPC_IMM_034_001
