gene_symbol,Rab17
mouse_strain,C57BL
parameter_id,IMPC_HEM_031_001
pvalue,0.1379119
mouse_life_stage,Early adult
analysis_id,udt4e1d4z56n71w
gene_accession_id,MGI:104640
parameter_name,Lymphocyte differential count
