parameter_id,MGP_PBI_038_001
parameter_name,Ly6Clow monocyte number
gene_accession_id,MGI:1918025
analysis_id,830zdj25dv6230a
mouse_life_stage,Early adult
pvalue,0.9774645
gene_symbol,Zmynd8
mouse_strain,129SV
