pvalue,0.7603291
analysis_id,0g8p1q43t62m1ms
parameter_id,MGP_IMM_070_001
parameter_name,Total ab T cells - % of CD45+
mouse_life_stage,Early adult
gene_accession_id,MGI:107566
gene_symbol,Kifap3
mouse_strain,C57BL
