gene_symbol,Fgb
analysis_id,5ue81a0r10679s9
mouse_strain,C51BL
pvalue,0.2019307
parameter_id,JAXLA_ECG_002_001
parameter_name,HR
gene_accession_id,MGI:99501
mouse_life_stage,E15.5
