parameter_id,MGP_IMM_010_001
pvalue,0.08557384
gene_accession_id,MGI:1917810
mouse_life_stage,E9.5
gene_symbol,Wars2
mouse_strain,C57BL
parameter_name,Effector Treg cells - % of Treg
analysis_id,7205a6091s8ko70
