gene_symbol,Cpa3
parameter_name,Corneal opacity
parameter_id,IMPC_EYE_008_001
pvalue,0.2668671
mouse_life_stage,Early adult
analysis_id,3agvsx3ka4zgiv9
gene_accession_id,MGI:88479
mouse_strain,C57BL
