gene_symbol,Traf6
pvalue,0.4084865
mouse_life_stage,Early adult
parameter_name,Conditioning Baseline % Freezing Time
mouse_strain,C57BL
parameter_id,IMPC_FEA_003_001
gene_accession_id,MGI:108072
analysis_id,ll5xy1s90e10doa
