gene_symbol,Mapkap1
mouse_strain,C57BL
parameter_name,Limb grasping
parameter_id,ESLIM_008_001_017
analysis_id,2k4r2vin1648889
pvalue,0.5282689
mouse_life_stage,Early adult
gene_accession_id,MGI:2444554
