gene_symbol,Tbl1xr1
gene_accession_id,MGI:2441730
mouse_life_stage,Late adult
parameter_name,Total T cells - % of CD45+
pvalue,0.8803765
analysis_id,c1655a71215o2wa
parameter_id,MGP_MLN_001_001
mouse_strain,C57BL
