parameter_id,IMPC_EYE_016_001
analysis_id,6n39h5b8f5et095
parameter_name,Lens
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Tubb4b
gene_accession_id,MGI:1915472
pvalue,0.9337599
