gene_symbol,Mgst2
gene_accession_id,MGI:2448481
analysis_id,gl36srrb1oqm5rc
pvalue,0.4629808
mouse_strain,C57BL
parameter_name,Neural tube closure
parameter_id,IMPC_GEL_027_001
mouse_life_stage,Early adult
